,filename,xmin,ymin,xmax,ymax,width,height,classes
26568,185bf88e965e4036d959d22312218c1c_756317575520104800_477539267.jpg,207,200,332,450,640,640,T-shirt
12016,c0986295eb9ff107980a5885a3578d93_1133222894268918722_1594388913.jpg,184,134,293,355,640,640,Dress
152,3616acb0d365bffbcbf6cad0d7ca4b68_786686047857427856_510589880.jpg,116,174,311,564,640,640,T-shirt
25484,d0b3cfd4711c7c0ccd44c8bac3320de1_702987862625461236_223828303.jpg,214,96,312,291,640,640,Shirt
20811,dc6f1d9789a635ce67acf37e6512637e_862124265605082920_182777218.jpg,295,119,394,320,640,640,Suit
13949,a3c6fcc36bf3ba91fe40e8e7476624cf_496307740504042381_215715329.jpg,386,116,495,336,612,612,Shirt
911,78673f284b23d44858732f9652e8cf6b_781031197685898910_543921078.jpg,290,130,365,280,640,640,T-shirt
22823,6e50b3622237d92156cba1834c290ff0_523267529136056172_14637472.jpg,79,322,210,583,612,612,T-shirt
11595,e82aef90ec5558a9ac677d88ee243c10_626870882753647283_381651091.jpg,416,146,564,441,640,640,Shirt
463,a33b03ed7465a69dbc344e10ccaafb4a_777523964587784771_260456773.jpg,53,198,132,357,640,640,Shirt
20827,f065a74ffc41c068f232e92837bfd3a4_529143792994638276_177510789.jpg,275,81,380,291,612,612,Shirt
7754,8330ea6f72225c1a6a43b49e0e09ba3d_932395536883486831_43711635.jpg,221,22,380,343,640,640,Dress
16937,b1230b809d905c0987bfa13c514a7151_1107916993985478489_2209277014.jpg,338,120,450,345,640,640,Tank top
10020,c46ab533ec23f9684b00043c283e4bd6_638295591860587562_379400786.jpg,212,134,360,429,640,640,T-shirt
13662,b15fb1b0dc533f8208f9ec284f8b6b01_660786922403353517_11176235.jpg,400,84,509,305,640,640,Dress
11470,0cd2cc96627b1cef3cd70b0124f072ae_1088563039705881282_2148664725.jpg,382,235,487,445,640,640,Shirt
5831,0f679b10a65e5ec1514ad05e8e08d002_859841254433802305_272149145.jpg,309,101,447,376,640,640,Shirt
10220,a86c7cd42c15f0429b1e6716e8044fab_869974748112239499_488864749.jpg,237,365,298,486,640,640,Outerwear
770,e75588d4859fee77dd0b0ce55a558589_715588817523962614_1152574219.jpg,344,2,462,237,640,640,Outerwear
5351,eb65f47619eea6790f94460ff3ccbf38_743000029291631537_452090531.jpg,416,101,526,322,640,640,Shirt
3034,c6b45b951a8c7fda49e51b66bb25d8fe_1108872408195919859_1738004090.jpg,262,20,364,225,640,640,Dress
19391,8569fa777ef1f64cd1a764e2edc64f1a_733670255159985882_1047906328.jpg,196,47,421,497,640,640,T-shirt
16950,74aec8d34accb8d0594345765dff999f_691000873291356880_1151800261.jpg,297,73,365,208,640,640,Outerwear
19442,a9c2a220746b8a445dae95c358e6af14_1137185759053347143_286845125.jpg,266,63,454,438,640,640,Shirt
13579,2f54e427f0b5355f07c5f8a0e86e285d_636489855667596304_9083386.jpg,321,150,453,415,640,640,Shirt
17047,23d4445efc4a787c7dfb53657b97ae49_648402506333891000_447180073.jpg,401,42,499,237,640,640,T-shirt
17034,9ac27b1cff66d4bbb288c2698f6a5cd1_672458957463740201_180027550.jpg,371,66,536,396,640,640,Shirt
18403,1a3772236417ec1480bb78f639bfe42f_665686301773669092_1050476031.jpg,259,147,374,377,640,640,Dress
23801,1a5e31d88d3944eb3c3c3ebc5289ee46_631810321360365355_313256800.jpg,272,78,380,293,640,640,Shirt
12954,8dd8d0b72ada5b6523980781ac18e32f_649928006040708506_182012200.jpg,273,256,381,471,640,640,Outerwear
20905,92acee91a0326c7e0d41bd04b05d16fb_724692572776785310_366008672.jpg,308,144,459,443,640,640,Sweater
13189,7cf41eeba0dfd6d2411493bcece6a9a5_686915553326969588_1065979011.jpg,82,84,223,364,612,612,Shirt
20782,e9d263c420a346c43230e9d620da5d04_844330694758571468_1203635710.jpg,45,124,216,465,640,640,Outerwear
25560,1974a2dd188b1a5894e4d62156ed6391_494756118275757738_210734548.jpg,131,240,249,475,612,612,Tank top
21437,09423f3e86f075dfef412a4b51b6cf6e_880081521963456104_368350276.jpg,185,70,287,275,640,640,Dress
657,33642067bcb9e984fdd1383b96af0940_591700080749663833_40297516.jpg,90,59,248,374,640,640,T-shirt
21191,df8d60bf07ada7d99d65f6c6f4054180_929670516930113852_324589475.jpg,271,246,423,551,640,640,Outerwear
9460,146628751ddc1b1b73dd42b643d2f3a2_673973348400765317_208040133.jpg,347,22,452,232,640,640,Outerwear
4640,f68552137450f320ab56fbe6169dce24_1099192940055288336_16616845.jpg,84,189,232,484,640,640,T-shirt
16429,9e22153ef4f33b5e0b469ae83225336a_1092887144250290343_525817123.jpg,386,13,584,408,640,640,T-shirt
9615,e2fd0fdd94c08cca3fc4d5f98962fb8b_529744469917076998_427172210.jpg,234,128,372,403,612,612,T-shirt
17697,eea110d7965b2dde9262cd2ee735d96d_843064814788930282_1531752041.jpg,363,208,458,398,640,640,T-shirt
2960,f1a421ee442956e0f591023c89c03b8b_788563423049667912_32228956.jpg,282,101,437,411,640,640,Dress
6585,196bfa602b7804b7211c998ebd669af9_820570307617607805_11344595.jpg,394,117,509,347,640,640,Suit
8437,d92dd5ab4487924639a7bd22c49c050c_899176165165177146_1438827757.jpg,224,89,406,454,640,640,Shirt
3951,81af69b376bbeff9d231379d4a7c3539_845984863403750732_1503935620.jpg,101,115,281,476,640,640,Suit
22327,521d8d1fe8221472ed531317aeddb530_878915220568199213_330592483.jpg,349,131,434,301,640,640,T-shirt
10080,776a906208533e9a57079370caccfce1_626521661193500632_624065428.jpg,164,36,369,446,640,640,Shirt
20334,c7a5af5d45204ecb8b9b7fbccda435c4_698608014846465954_903477692.jpg,462,59,572,280,640,640,T-shirt
23847,564978e648975e8f0edb8cbd210257bc_1142731685413608637_2178732646.jpg,155,11,320,341,640,640,Tank top
11877,d1fffb2167dbdfffa906901f25f6d3ed_793277557712111293_292928600.jpg,122,194,250,449,640,640,Outerwear
9968,f5d1f0af7c7502e2fa9bf6d09d03a096_841932467003765437_1015882091.jpg,233,67,351,302,640,640,Suit
23562,fc34d931f17359f1475d0095271f8eeb_636592386694194224_263702056.jpg,285,265,360,415,640,640,T-shirt
13944,6fe6489cebed601298a703c1246bf51a_1069216401663027789_1443467393.jpg,292,341,370,496,640,640,Outerwear
1924,6e7a930990f4e10e8c30e912f6b3a965_838098827700903668_263974646.jpg,241,134,423,499,640,640,T-shirt
24615,5ee8040556468daa172c5aa592f1d768_1149227489481734148_29127829.jpg,276,37,384,252,640,640,Outerwear
5755,dee9d28af112ebf2aee42bccd4fce91b_790002563587650537_299747.jpg,268,274,373,484,640,640,Shirt
25045,e16cb1990e96f9e705283c1c46866ead_542427794487871024_452414064.jpg,166,6,327,327,612,612,Dress
23035,e547fad760a8ed1c4d2d56986b481843_511731693612483169_30761327.jpg,79,247,190,468,612,612,T-shirt
16927,07a2424c403578c236446ba09fefc8b7_734442653927829469_398804314.jpg,187,199,315,454,640,640,Tank top
6923,db8f8da64317779f07a3ecb34d23b26a_618926455784658813_265952228.jpg,282,86,481,485,640,640,T-shirt
18118,ac8c5fac7bedf8bef943bbaacb0d4f74_723301217097428938_13613274.jpg,349,53,464,283,640,640,Shirt
3745,ac0ccb00e5a01b46560d142af51deb52_921982391788354709_1396768438.jpg,246,12,424,367,640,640,Tank top
9250,2a9cf71b21c3d5032e393b6636a5533f_553254753349950160_541458605.jpg,259,76,397,351,612,612,Outerwear
24199,072a9ebb6e3d12429346a75458300d5d_608238712098996521_5909943.jpg,277,197,349,342,640,640,T-shirt
4415,3628485acea4f37329fbc17a0bf86af7_1131147901012546159_1388334611.jpg,125,180,257,445,640,640,Suit
18528,e3b4c96400075b859ae1afae8b15f05c_934753109829958331_11466741.jpg,285,98,475,479,640,640,Dress
9276,5376ce38c2d6841ac1cbb7142535a0ce_622070040094608408_269279130.jpg,279,66,401,311,640,640,Sweater
8804,727b88d0b2359c94bbb9568c67d0a22b_839450482635903690_1493840707.jpg,35,39,317,604,640,640,Dress
21964,50cc5c8f1453d3fbca09656dc527c971_842170873536188927_1025614995.jpg,300,261,361,380,640,640,Outerwear
20061,f94f1f82acff16cb56a7770b8b360754_515301119564945982_182215485.jpg,193,316,254,435,612,612,T-shirt
2581,587319a1b9a8ce2bcc17e469fbac2163_1092008503069629296_1662672805.jpg,422,12,582,333,640,640,Shirt
1621,f4f3ffaa9586b403764cd538c7bd9d3a_793250820664620102_621835028.jpg,346,78,454,293,640,640,Tank top
16779,a1765e12b5e2709e755d41b46553b75f_691708605697970155_581398410.jpg,180,69,275,259,640,640,T-shirt
16354,a1f017ed1311fb73ab04a96c4d6c8b3a_634367503052976125_287210394.jpg,259,190,367,405,640,640,T-shirt
6528,07c0208635db0fd674a87c5adb4df7e6_842194207430395418_13299592.jpg,292,130,467,480,640,640,T-shirt
19301,7ecd5e760e71945d2fc3100a5fca0751_530146000437031828_262332347.jpg,200,236,275,386,612,612,Outerwear
21281,56db30552c94d5a7cec544134d255a1f_983124201475300122_322175405.jpg,398,118,503,328,640,640,T-shirt
14276,61aa869bf2616249a57145fdae01718d_594425364810981320_554835662.jpg,462,93,570,308,640,640,Outerwear
17409,f5077c43348d2da84e9d41f2bf016aa4_725973909752527818_23255013.jpg,249,50,434,420,640,640,Shirt
16245,7400ca62ab53adf8a86dfacbceb090be_851242266259710503_1000573415.jpg,177,158,335,473,640,640,Shirt
9921,7543ece0440f172ed70c8a3916f87139_1073460889840216184_287328289.jpg,156,73,261,283,640,640,T-shirt
9418,b48e3e7c7287cfd8f0f0aa2534d4d3d3_558066988773492566_314838536.jpg,453,57,561,272,612,612,Shirt
21367,9b9e245113c241b1d62d689cdf1b6ed8_554999173616220674_373615493.jpg,74,141,256,506,640,640,T-shirt
10407,9deb71674fd2c9cff32600b2e9df316e_1077767726722114263_2109972487.jpg,97,104,286,485,640,640,T-shirt
1834,c6bd8265ccedf3ad8b33e60e2b21af08_635181625088587293_421044268.jpg,386,76,476,257,640,640,Suit
14043,c550da817b79ddc7d915ffb6cab7cf4f_1119179840606557132_558917163.jpg,277,23,415,298,640,640,T-shirt
8434,13251e8ca65f80404ed8301cc36a4759_917774486901123578_1144357585.jpg,234,50,356,295,640,640,T-shirt
13693,e7a89b80890f912782ad9cf6bccc2545_663567171244567441_1119712345.jpg,299,47,417,282,612,612,Shirt
25919,dc9bcc8ade02dea4796e69c0a240091e_965526571337806142_1362394763.jpg,237,126,379,411,640,640,T-shirt
17651,d3d3f0829f57119d9bfcd32423c81193_750323823740774568_35111337.jpg,284,120,356,265,640,640,Suit
6630,4b4fdad066d7ccf4be56ba9ff147cf89_861890882064830502_263632003.jpg,515,126,617,331,640,640,Suit
6328,9bcb586552029843143511a7c0ebb56a_518918547921018926_307858175.jpg,243,75,358,305,612,612,Dress
18089,bfcf670752e8939badf8e9b7b6012352_643569184731022861_527239592.jpg,437,9,635,404,640,640,Shirt
26954,326382b31bc87db6bc6321cdda4282bb_688243618172394028_1214966557.jpg,57,202,122,332,640,640,T-shirt
14098,01470b63080c3e0c3253fb9e687e3548_591197964165452192_359805259.jpg,167,13,419,518,640,640,Shirt
24028,a2b060f639a3a87ed31076611e7fc73c_709593600289526741_11892419.jpg,322,45,447,295,640,640,T-shirt
9085,68cdeb37cbd5b5face8897ec9849e466_1150050416319872933_13105590.jpg,357,124,442,294,640,640,Shirt
16892,e8d3c900895d6287b4d0bc968699dabc_563922378142308571_602006077.jpg,327,150,402,300,612,612,Shirt
11932,b6b2a23924770b1c8285556f766987af_1005903728476133923_1696725997.jpg,387,103,592,513,640,640,T-shirt
6613,e2051b8513b3528fff6326410c98faa3_1074208872386393613_228557684.jpg,281,52,411,313,640,640,Outerwear
4392,4efb37c054be1f2f9afa52d22f4969c9_552669531760833240_304754683.jpg,256,57,361,267,612,612,Outerwear
20641,14d3c2dc279a21a92026e1810b7145c9_702315351149929259_273086559.jpg,299,218,411,443,640,640,T-shirt
20631,66fe95662cfc91638fbb03a38578c87c_733630565756332865_756334505.jpg,309,230,450,510,612,612,Outerwear
24053,888b175d01906fc0947b8421dd0eed9d_547802551791425446_8256316.jpg,301,206,361,325,612,612,T-shirt
19793,4a7537c3ba147429828e57cad11b0a3b_771119873901989884_323327818.jpg,419,170,541,415,640,640,Tank top
9927,af5c06fc4400023818541c30d5ced17b_920755576976690555_254832546.jpg,401,38,529,293,640,640,Tank top
8278,afb92660a1656f5847c35d20b3abfd30_853651542733389861_4551439.jpg,384,192,525,473,640,640,T-shirt
1271,0e8d294d32462e0497a3a23c8365f5d8_655105473454448245_12897726.jpg,547,199,608,320,640,640,Outerwear
17289,1f883c0f367c776e108fe616be2dc285_630489532407730686_860479339.jpg,341,121,489,416,640,640,Shirt
26264,d98c072adc3cf316f19811cb194aacb4_733133911228493500_635726098.jpg,131,128,192,249,640,640,T-shirt
15003,8871056ff3a49e1909c7bdd2eee2393b_795297639771694070_253164887.jpg,338,368,407,509,640,640,Dress
8616,af65d8b94ddd40ebdfbe664f085c3f2e_888038178953724692_1393700351.jpg,269,139,344,289,640,640,Sweater
860,0a8fe75888c917b40afab95d4dc71cef_683823749285142664_232986911.jpg,288,101,457,442,640,640,Shirt
10330,c88711762f4d1d0edf87bd02ac1b77c3_819407219237174144_27710365.jpg,281,311,349,446,640,640,T-shirt
24354,f4734ec66a69efee1720bc85a8f7afe8_726397117044095253_47329605.jpg,248,363,313,493,640,640,T-shirt
4748,f8960f03348eb3461c735bd929b0a936_859826547350888702_207999919.jpg,92,106,217,356,640,640,Outerwear
25673,09304f9e30b72ffdbcbbadb52a3b008c_1058699869672907549_208861735.jpg,294,28,399,238,640,640,Shirt
4328,d037e36f4e0269df80c97de1b7bc9c55_604960006128912609_16602161.jpg,415,126,530,356,612,612,Dress
8920,ce04caaee9d115879fbf3fee3c657562_693924234937785858_365350022.jpg,191,130,353,455,640,640,T-shirt
9253,fea0f4d31d8a43f073ea0bb7e49e858d_1145269457414199174_197674548.jpg,246,37,417,378,480,480,Dress
18090,a0d1a9c7a190e7568f7aeb34faec962e_831082738849627017_454581485.jpg,256,88,324,223,640,640,Tank top
2949,d4d005d4309ad8e8a1bdf90bbbb09cb9_1119408513716079126_452531553.jpg,113,377,174,498,640,640,Shirt
15672,0a4fd2712af106f48886b4b3ec8b2964_878365053748536347_1234854888.jpg,326,105,434,320,640,640,Shirt
15268,d3accf3da5e47ee0ab3562aa2e16bc69_901346585087254704_1213202247.jpg,60,46,208,341,640,640,Shirt
7020,1a9029bfdd85ea84b53a249af87b075d_863060981204821304_145528496.jpg,268,321,329,442,640,640,T-shirt
25345,4f705db603a74fe8a65032e219b4f67a_947813503201590865_34297446.jpg,136,230,231,420,640,640,Shirt
5735,0095041ea41800516a6b11c349ad2bec_1033217099914705253_205779509.jpg,395,258,486,437,640,640,T-shirt
8689,d039622e0cfbcbea6f0db5a6c993efa2_972480449786955209_1476241040.jpg,215,9,500,579,640,640,Sweater
6035,0dc8a170cbc090644609817b6338958e_801037066447938493_1452610823.jpg,146,47,421,597,640,640,Shirt
11228,2790bbe647e1d33f476812be29882abe_835808655471316971_579931058.jpg,275,95,470,485,640,640,Shirt
4776,b2368e7969599d062b8eaf1f13e2c839_622544652283886384_211583277.jpg,165,141,225,262,640,640,Dress
11370,b1f325e152210ecb6f9ad6a85a6a08ea_809271672248949438_4188029.jpg,327,181,388,302,640,640,T-shirt
692,3ca53abb7b37a836c5887f15b387a4cc_806999806240282216_521269276.jpg,229,114,364,384,640,640,T-shirt
8397,42a5b55729d451f896560f335ec01dea_1150215564842810428_1303416326.jpg,276,63,394,298,640,640,Tank top
10663,94d3442976c8683b20a0f351b5f3d631_930803626014504386_27428932.jpg,229,18,364,288,640,640,T-shirt
7073,9870ac147ed9ea39ce5f762a82d537f3_541124436564368596_20343318.jpg,237,60,427,441,612,612,Outerwear
22317,9ab836b6ee34d1f8f2a8f06e4447e49e_504503998649204829_306309095.jpg,249,64,454,474,612,612,Outerwear
24831,fc72fb2e76c9165a752d8ede84b42b2b_813737180532550489_10297793.jpg,134,92,316,457,640,640,T-shirt
22164,58bfeed87f3a63da2297c2efe87b527b_565306797834980307_53866105.jpg,392,105,513,346,612,612,Shirt
6008,c80018e6aa75d10c1141eb1d858d41c6_502147886516038129_317900025.jpg,60,145,119,264,612,612,Shirt
20312,95bea210a1a5dfe0e3a7e019315dda17_806670721793268048_1362728205.jpg,29,180,161,445,640,640,T-shirt
8526,3a011c849787adac70c1bcac90ad0ee9_547934394964817105_462966580.jpg,188,11,467,572,612,612,T-shirt
1853,f2a051d7697ace81b156adfd5a10cfa9_515957793325473258_27674246.jpg,198,93,293,283,612,612,T-shirt
8255,195270f1a0de14cd14c10bc6a70d869a_886177568369246258_42631119.jpg,132,214,323,595,640,640,Outerwear
18559,da3b4e8df39257b2d81961da8bc043e1_575374432567882148_383195827.jpg,297,66,469,411,640,640,Tank top
17664,c27d2be35a6dd96cccf0cdcf58624567_726086847958825264_25922765.jpg,315,103,537,548,640,640,T-shirt
25292,5d87de1893468fb54eacb0e49d008330_762678162119338020_1077501161.jpg,68,57,186,292,612,612,Shirt
5055,7928163141c635102e7e2267aa1ba0bd_821823968306288898_1435639885.jpg,250,17,482,482,640,640,Shirt
18233,b2676b5445b7e012f3085dff75e5a59a_693928509574663995_562963506.jpg,195,97,304,318,640,640,Outerwear
22197,0fe0f2574a523966e4f23bb6b387cc3c_756346709765667772_1060411933.jpg,430,12,518,187,640,640,T-shirt
7309,38a7bde4c21199eca6fb4aeab348e4aa_811387218299694448_180480746.jpg,134,208,269,478,640,640,Tank top
14763,ec95bf27aa766d47427c1266dadff433_927222237005501986_1441940916.jpg,218,96,400,461,640,640,Outerwear
24546,d3edf591bedab9ee571c29d9974c0ed9_996891150458425348_293714995.jpg,50,132,142,317,640,640,T-shirt
17671,bec21ec9b1c6d1bad913bda60eb0dcf5_676405698794681106_1179728387.jpg,191,39,359,374,612,612,Shirt
13794,d3052fa479fad41817fb47375df506f0_553579510817070919_263968046.jpg,329,50,427,245,612,612,Shirt
19618,e7055c505b86714a163835b790b7f679_688112780493340559_1177033470.jpg,158,205,253,395,640,640,Shirt
10204,57d42401018c5a1a99974054ce1afb60_948641628202289156_16237385.jpg,287,259,379,444,640,640,Outerwear
23386,91025387a30be1e1366413128cd65a87_897653712947129888_1559555394.jpg,267,202,379,427,640,640,Dress
17420,aa9ef723caf371e61d61a3a5c2b0a5c6_679530306860136153_280835172.jpg,527,175,587,294,640,640,Outerwear
13747,9c2aabf3c0da8326aaab42844f434784_592719861550134351_51840236.jpg,360,176,421,297,640,640,Outerwear
20471,14ba9cec4cf9e492a9400a89172eb281_684566911764688886_478723610.jpg,281,197,413,462,640,640,Outerwear
10302,93c614565c32207d950bf160442fad77_1064494116165644317_1129925763.jpg,135,89,363,544,640,640,T-shirt
14795,dc8b87f466506c1ba107d018817b25f5_813692317918806990_1438205239.jpg,261,206,412,505,640,640,Shirt
3992,4f96f710000e0cb2dee60ca3e32cb595_654760029831472639_1015913752.jpg,112,360,187,510,640,640,Suit
3525,297a1ab3801ae6820f27a15d1027dd49_787229708515155900_10592950.jpg,249,65,387,340,640,640,Shirt
6396,ae5172f87d1e074fda06f40086a86928_688469686236019290_200783645.jpg,183,6,303,247,640,640,Sweater
1133,a0cb29efe19650964c865cb04da2ae0a_1123251401849286411_180183050.jpg,419,100,549,361,640,640,Suit
21107,356ce2656bde96b47c585b26b25b5b20_752737410057989632_11652522.jpg,527,345,612,515,640,640,T-shirt
13334,e2e86caba91888dfa1074f97a09f588a_972509453290193186_420401167.jpg,250,87,465,517,640,640,Tank top
9266,1bb3960e8b21182d96078db757a43784_811068458287281474_8908884.jpg,103,120,231,375,640,640,Dress
9777,cd9dd19a776599fb66361c51a19cfeb8_1025264775184524563_308931544.jpg,288,108,457,449,640,640,Dress
8196,a3851a6cc9c21f2f539bde9de550bfeb_787425689500934183_7403607.jpg,427,92,595,427,640,640,Tank top
19851,fd29628e2f4d423dc3ae1124998df51d_730348905604829339_189212803.jpg,343,148,428,318,640,640,Shirt
6997,406aa90d755f1cd28db05a8400c7cfba_1012613762318774350_1212137987.jpg,388,52,470,217,640,640,Shirt
24307,3140f7d6efb812cc553a6effa3c92203_654633886397369174_1090937433.jpg,234,35,324,214,640,640,Outerwear
17703,7ce488ca9d0bb4d45729622f8ebc667f_839818340524044541_44394811.jpg,313,301,373,421,640,640,Outerwear
13240,70832ae1885afbcd8eab558b02c8d4bb_1128180617986018196_604370609.jpg,310,57,492,422,640,640,Shirt
11508,afde384165beb06c275e9901211edfa6_851602034695797697_1321220701.jpg,70,258,130,377,640,640,Shirt
665,64171125c475415167ded661dc23c075_897330697659315961_47920604.jpg,150,57,368,492,640,640,Sweater
5070,22b06f75bbe9a374f4608435be213ac9_1096269624847006016_1506500925.jpg,261,7,383,252,640,640,Dress
25999,6995645507e2c572abafc9162ac7fe0b_962224509388008928_227379042.jpg,249,65,394,355,640,640,T-shirt
25359,3cf5f775b9a912321e213898fc49a3ec_697627504918229177_508343163.jpg,397,117,472,267,640,640,Sweater
560,310fdcfbf5dafc73b875f57a270e4578_678344464024961654_532970991.jpg,274,285,349,435,640,640,Suit
25265,ef2ffb3b9502177cb14f4d910e4a90f2_574654453388230438_253364942.jpg,83,10,314,471,640,640,Sweater
17503,911e0f21281616211831b950aad415c0_910373712304789064_1442974596.jpg,304,338,365,459,640,640,Suit
7886,8b069d2de68bf1a40a56fc897c56997b_944684887263596571_35960435.jpg,205,283,266,402,640,640,Tank top
1547,5a5ab6038a0e0b12fe34e3382e254b40_770333319787351429_36986186.jpg,198,268,303,478,640,640,Suit
15993,c9ffa8fdd69bfa8da09f9aefd922624f_941106519029633506_196631075.jpg,247,46,377,307,640,640,Suit
19197,f2f1871222905a1d6f107abe8aa99e73_699639689955797024_10951305.jpg,260,285,332,430,640,640,Sweater
20619,a25e59815ade4fdd2f0d5aba2da844e5_693915763518580486_3091128.jpg,248,86,396,381,640,640,T-shirt
25908,2abffefe82f0fec04c82d1f050752329_1107262682354329140_2249234520.jpg,274,46,392,281,640,640,Shirt
10682,38b2c365d43c025c16db2f698f156cac_908935805303297223_889893876.jpg,191,7,319,262,640,640,Shirt
13184,4252016eafd33e696eec59ba501e993a_1017224231916310099_1483429770.jpg,555,272,617,397,640,640,Sweater
26940,a4a26a332dfcd805c7bfc211754f482b_839044178890740945_1535552324.jpg,221,174,343,419,640,640,T-shirt
5768,f5bd1dde1c989fee61b2b847577976da_895438498088201551_23239202.jpg,244,86,334,266,640,640,T-shirt
5139,4ce4553f89d93b9d4cf904d2f4ee97b6_879330703022119972_326768734.jpg,93,0,291,394,640,640,Suit
6582,0ca035a2326bb4ac3ba8a8d75d6c4f57_689073383279698607_257001031.jpg,107,208,322,638,640,640,Shirt
24978,ea67dc4fabcb61a266427b9c9d16f597_539444013238404203_264504688.jpg,317,2,422,212,612,612,Outerwear
26104,329c061f1479daf86e32ded30a71849a_849584803686061493_489689548.jpg,267,66,345,221,640,640,Outerwear
14545,de206c65640d23d9c89b440190ead959_599372490211411671_7338152.jpg,466,162,527,281,640,640,Shirt
21673,dd850fd35b2a0781939a468f50a75001_930830404521755177_683322495.jpg,206,240,267,361,640,640,Dress
22449,efa8e1ae1e9d1e6b78b124c83a4e9183_869940403823541083_1480297653.jpg,163,137,348,507,640,640,T-shirt
20110,fe26498168541a0db3225e45c5afd601_776050391574287058_2771443.jpg,66,301,184,536,640,640,Shirt
14250,c2020db0cb471e994cdef1619d157e47_780220944826609075_818434.jpg,331,65,493,390,640,640,Tank top
13464,573203cb52cfdf0aaa8251ddd0b1320a_784201732128304260_1098924154.jpg,325,81,447,326,640,640,Shirt
2547,5719725ae90204fc9e4387cd16e41c9c_898914867266569941_21423952.jpg,74,236,144,376,640,640,Outerwear
13279,fa14b3646057c324ffc2c6d42945d6d1_671399028676324317_247029825.jpg,283,233,344,352,640,640,Outerwear
22165,3237747526799226859ef72179f7e20d_849992840456514506_1495095585.jpg,108,249,176,384,640,640,Shirt
18657,baa60e6118d8fe94749bb99350bfc8f8_811583995162566921_306295935.jpg,211,23,373,348,640,640,Shirt
10082,e1a94b503536206fdc951372fc6556fb_793938859671857034_19321960.jpg,318,94,488,435,640,640,Tank top
14620,a45c08d0a7cb6365b0c2476d5d4319d7_1012088406809882168_362768178.jpg,277,274,379,479,640,640,Sweater
22098,33c1460366fcd124ac32ebcede803ecf_959227948544544611_1706412034.jpg,286,203,348,328,640,640,Outerwear
23644,a63002cdc5e5d6cfcb0ea3384a89bee8_705513705638629086_383999258.jpg,429,150,514,320,640,640,T-shirt
26106,4ede285c012c5b87fab9d8d537d17605_590366711113191646_190021923.jpg,274,346,386,571,640,640,Shirt
25549,c82763ab8bf664d948aa39137f86401e_1044739334792703845_24893226.jpg,338,51,516,406,640,640,Dress
25713,8f3f53819e8e938c3d52275984d62dbe_1106549204180710962_423567988.jpg,231,114,306,264,480,480,Sweater
2357,8824c074f160300e61cd78d52cc99bb7_899948330297956370_1045491893.jpg,154,256,272,491,640,640,Dress
1325,b709bfd39722c3e1e63868fd3c4d5ddd_535354928688377463_200903690.jpg,294,291,359,421,612,612,Shirt
25324,c5ce3646e47a6c88f9f612fea9bc282f_942451426348255250_1385055785.jpg,334,356,394,475,640,640,Dress
20340,c7a5af5d45204ecb8b9b7fbccda435c4_698608014846465954_903477692.jpg,259,100,361,305,640,640,T-shirt
19011,afe6dfbab198a39d5b3ca4dc79061c85_942358469695776839_191319873.jpg,321,91,433,316,640,640,Outerwear
18085,5f2ebc0cdf07a3d08e5c506d8e1501ce_569914897668502205_283228835.jpg,335,99,420,269,640,640,Outerwear
21740,70f523c44c0be7cab8a68befbd9037af_596826213923907254_231161240.jpg,89,5,197,220,612,612,Shirt
1837,4919b1d8d1eca211db400e7a0dffdc75_677458209161936978_1063059415.jpg,34,8,152,243,640,640,Dress
18865,064595715b6bfcddd3dadb727421ba73_942982610430204666_1248666029.jpg,258,222,343,392,640,640,Outerwear
9963,9d51504c09f7739fbbfbf4f0524dc8ad_872635301697186844_1581762074.jpg,274,97,432,412,640,640,Outerwear
20206,3bf0b70efd8d50fdd833d060c43d137a_540514786967408297_304480626.jpg,289,82,398,303,612,612,T-shirt
3453,721e15171c88327d08697f72f67668c4_934056201894501572_178807822.jpg,227,77,385,392,640,640,Dress
4394,fe46b6dd83524838644d0bd1d7c07010_529545423985449821_267966413.jpg,183,56,411,511,612,612,T-shirt
1478,f62448aa281b7c651b3ae3e345e3cdc0_495130451028251709_321125292.jpg,195,164,293,359,612,612,Dress
26266,3ffa77cf9be97ba75ad034bb52da8495_736588543806928847_1182638836.jpg,326,24,435,245,640,640,Shirt
3442,c4d82116ce9dee425e890543de7cc06e_750411062623041150_655652780.jpg,316,146,411,336,640,640,Shirt
11416,4eead838ea6492966cbbe1537263a184_558630715333198575_233855943.jpg,369,85,517,380,640,640,Sweater
7138,518266fc1048fb597b9dcec8aa6c14e2_735136472848429183_1323356051.jpg,181,158,276,348,640,640,T-shirt
21563,7d66bb2e90712df824d18329e8070494_1007499617536004384_1466831235.jpg,360,136,435,286,640,640,Shirt
5736,6f108359095290f4447f2959ac6b3805_1077718536645070457_1570871362.jpg,1,287,62,408,640,640,Tank top
22858,b0cd3f25fbea4925e9c116e9a6289aa0_589915903941411666_200034607.jpg,146,101,288,386,640,640,Dress
26486,b9e46a72e7a8d3376649f0d491874cd4_563179948965091920_267488061.jpg,292,161,383,340,640,640,Outerwear
19661,4d8db052044ca514ba173406de1cef04_686803394263682368_794411954.jpg,248,189,366,424,640,640,Outerwear
22934,a40641afbf4570210b1b218a31bd20dd_615115851523810769_179654728.jpg,238,269,320,434,640,640,Outerwear
